Monitoring Activity: Monitoring Activity Number,Project Name: Project Name,Monitoring Activity: ID,Comments,Contact,Completed?,Country,Department,Development Summary,DO,ECON Report Completed,ECON,ENV,ENV Report Completed,ENV Summary,Fiscal Year,Follow Up,"If Other Activity type, describe here",Monitoring Activity Date,Maturity Date,Monitoring Activity Type,Project ID,Site Visit Start Date,Site Visit Status,SOC,SOC Report Completed,SOC Summary,US Economic Impact Summary,Visit Number,Visit Reason,Monitoring Activity: Record Type,Monitoring Activity: Owner Role,Monitoring Activity: Last Modified Date,Project Name: Type,Project Name: Project Record Type,Project Name: Lead Source,Project Name: Requested DFC Amount,Project Name: Expected Revenue,Project Name: Won,Project Name: Closed,Project Name: Expected Commitment Date,Project Name: Next Step,Project Name: Process Stage,Project Name: Probability (%),Project Name: Fiscal Period,Project Name: Fiscal Year,Project Name: Age,Project Name: Stage Duration,Project Name: Report Category,Project Name: Description,Project Name: Has Line Item,Project Name: Private,Project Name: Created Date,Project Name: Last Modified Date,Project Name: Last Activity,Project Name: API ID,Project Name: Owner Role,Project Name: Project Owner: Title,Project Name: Project Owner: Company,Project Name: Project Owner: Department,Project Name: Project Owner: Division,Project Name: Project Owner: Profile,Project Name: Project Owner: Active,Project Name: Form 007 Comments,Project Name: Form 007 Status,Project Name: Form 007 GUID,Project Name: Form 007 Intake Number,Project Name: 007 Activation Code,Project Name: Form 007 Exception Detail,Project Name: Form 007 Exception Justification,Project Name: SOC Clearance,Project Name: SOC Is Data Sensitive,Project Name: Social Clearance Date,Project Name: Social Clearance Status,Project Name: Pipeline SOC Clearance Status,Project Name: Associated Fund,Project Name: Environmental Summary,Project Name: Environmental Clearance Notes,Project Name: Environmental Officer,Project Name: ENV Clearance,Project Name: ENV is Data Sensitive,Project Name: Env Category,Project Name: Environmental Clearance Date,Project Name: Environmental Clearance Status,Project Name: Pipeline Environmental Clearance Date,Project Name: Pipeline Environmental Clearance Status,Project Name: ECON IQ Metrics Original,Project Name: ECON IQ Metrics,Project Name: zPipeline Economic Clearance Status,Project Name: Secondary Reason for Termination,Project Name: U.S. Economic Impact:,Project Name: Economic Clearance Notes,Project Name: ECON Clearance,Project Name: ECON Project Info,Project Name: Pipeline Economic Clearance Status,Project Name: Pipeline Economic Clearance Date,Project Name: Economic Clearance Date,Project Name: Economic Clearance Status,Project Name: Secondary Office,"Project Name: ""Development/IQ"" Score",Project Name: IQ Score Total,Project Name: IQ Scoring Classification,Project Name: IQ Scoring Model,Project Name: Development/IQ” Score (proxy),Project Name: Unique Entity ID (SAM),Project Name: Is 008 Eligible,Project Name: Site Monitored,Project Name: Transferred to Monitoring,Project Name: In Monitoring,Project Name: Monitoring Designation,Project Name: Requires ODP Clearance,Project Name: ODP Recieved Date,Project Name: ODP Group,Project Name: U.S. Representative,Project Name: County,Project Name: Project ID,Project Name: Multiple Investors,Project Name: Investor Size SB,Project Name: Investment Committee Status,Project Name: Investment Committee Approval Date,Project Name: Other Investment Insurance Amount,Project Name: Investment Committee Scheduled Date,Project Name: Other Investment Insurance Details,Project Name: Has Equity Investment,Project Name: Board Approval Actual Date,Project Name: Board Approval Scheduled Date,Project Name: Board Approval Status,Project Name: Credit Approval Date,Project Name: Underwriting Approval Date,Project Name: Project Screening Approval Date,Project Name: Evaluation Committee Approval Date,Project Name: Funds Evaluation Committee Approval Date,Project Name: Loan Approval Date,Project Name: Equity Evaluation Committee Approve Date,Project Name: CEO Approval Date,Project Name: TA Approval Date,Project Name: Highest Level of Approval Needed,Project Name: Highest Level Approval Needed Achieved,Project Name: Host Country Income Category,Project Name: Country,Project Name: Host Country,Project Name: Project Countries,Project Name: Host Country Region,Project Name: Single Country Coverage,Project Name: Host Country is Review,Project Name: Host Country Low Income Priority,Project Name: Counts Toward Portfolio Exposure,Project Name: Consent Letter Counter Signed Date,Project Name: Discount Factor Pipeline,Project Name: Host Country Code,Project Name: Project Count Amount,Project Name: Reporting Count,Project Name: Country Income Level,Project Name: Lock Country Income Level,Project Name: Has US  Participant Project Account,Project Name: Reporting Count Notes,Project Name: CN Required for Country Override,Project Name: CN Required for Country,Project Name: Account Name,Project Name: Account Site,Project Name: Account Record Type,Project Name: Account Number,Project Name: Account ID,Project Name: Billing Country,Project Name: Shipping Country,Project Name: Country,Project Name: DFC Account ID,Project Name: Account Id
MA - 000084,"WBC - Cooperativa de Ahorro y Credito Alianza del Valle, Ltda.",a273d000002NpoM,,,,Ecuador,ODP,,0,0,0,0,0,,2024,,,11/14/2023,12/20/2030,Development Impact Monitoring Review,9000115782,,,0,0,,,,,,,8/16/2024,,SMEF,,13500000,13500000,1,1,9/27/2022,,Transferred to Monitoring,100,Q4-2022,2022,239,816,Portfolio,To fund the expansion of Alianza's microfinance business in Ecuador,0,0,1/31/2022,4/16/2025,,006t0000004FZLQ,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,e0b1e174-4fbf-40e5-850f-f6697dda96a3,51140,,,,SOC-3210,0,7/22/2022,C-Cleared,Clearance Completed,,,,,EN-03211,0,C,7/22/2022,C-Cleared,2022-07-22,Clearance Completed,a21t000000FlOCr,9000115782-IQ Adjustment Initial Score 2022,,,,,EC-05980,a1It000000B6QnX,Clearance Completed,2022-07-25,7/25/2022,C-Cleared,,114.2,114.21,Highly Developmental,0.1.4,,C15BM152HWW3,0,0,2/3/2023,0,,1,,,,,9000115782,0,0,,,,,,0,,,,8/23/2022,,1/31/2022,,,8/23/2022,,,,Sub-IC,0,Middle,,Ecuador,Ecuador,Western Hem,0,0,0,1,,,518,,1,Upper Middle Income,0,1,Reporting count updated January 2023,0,0,"WorldBusiness Capital, Inc.",,SF,,001t000000C7bGy,,,United States,,A-033441
MA - 000083,Banco de la Producción S.A.,a273d000002NpXT,,,,Ecuador,ODP,,0,0,0,0,0,,2024,,,11/13/2023,9/15/2029,Development Impact Monitoring Review,9000104275,,,0,0,,,,,,,8/16/2024,,SF,,150000000,150000000,1,1,3/31/2021,,Transferred to Monitoring,100,Q2-2021,2021,394,1160,Portfolio,Senior unsecured facility for on-lending to 2x and SME downstream borrowers,0,0,3/2/2020,3/24/2025,,006t0000002Bsxi,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,b4efc21d-e842-4aa1-8fd6-fce7d520e0f2,37817,,,,SOC-2817,0,8/5/2020,C-Cleared,Clearance Completed,,,,,EN-02817,0,C,8/5/2020,C-Cleared,2020-08-05,Clearance Completed,a21t000000Et8ah,9000104275-IQ Adjustment Initial Score 2021,,,,,EC-05575,a1It000000B1voY,Clearance Completed,2020-11-10,11/10/2020,C-Cleared,,115.4,114.76,Highly Developmental,0.1.4,,,0,0,2/24/2022,0,,1,,,,,9000104275,0,0,,11/16/2020,,,,0,12/9/2020,,,11/4/2020,,6/26/2020,,,12/9/2020,,,,Board,0,Middle,,Ecuador,Ecuador,Western Hem,0,0,0,1,,,518,,1,Upper Middle Income,1,0,,0,0,,,,,,,,,,
MA - 000082,Banco D-MIRO S.A.,a273d000002NpXS,,,,Ecuador,ODP,,0,0,0,0,0,,2024,,,11/17/2023,5/15/2029,Development Impact Monitoring Review,9000103860,,,0,0,,,,,,,8/16/2024,,SMEF,,10000000,10000000,1,1,9/20/2021,,Transferred to Monitoring,100,Q4-2021,2021,648,862,Portfolio,Expansion of the MFI lending portfolio for female borrowers and other microenterprises.,0,0,12/12/2019,4/26/2025,,006t0000003SHrh,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,eb9a437f-f429-4dbd-8c58-1ccc14e45e1e,43464,,,,SOC-2997,0,6/2/2021,C-Cleared,Clearance Completed,,,,,EN-02998,0,C,6/2/2021,C-Cleared,2021-06-02,Clearance Completed,a21t000000Et7Lg,9000103860-IQ Adjustment Initial Score 2021,,,,,EC-05758,a1It000000B23aW,Clearance Completed,2021-07-07,7/7/2021,C-Cleared,,115.54,115.54,Highly Developmental,0.1.4,,,0,0,12/19/2022,0,,1,,,,,9000103860,0,0,,,,,,0,,,,9/8/2021,,11/12/2020,,,9/8/2021,,,,Sub-IC,0,Middle,,Ecuador,Ecuador,Western Hem,0,0,0,1,,,518,,1,Upper Middle Income,1,0,,0,0,Microvest,,SF,,001t0000007i9fw,,,USA,,A-031164
MA - 000081,Ecuador DPR Funding,a273d000002NpLC,,,,Ecuador,ODP,,0,0,0,0,0,,2024,,,11/16/2023,12/14/2029,Development Impact Monitoring Review,9000115601,,,0,0,,,,,,,8/16/2024,,SF,,200000000,200000000,1,1,9/30/2022,,Transferred to Monitoring,100,Q4-2022,2022,346,802,Portfolio,"DPR financing for the expansion of Banco Pichincha's women-led, owned, and supported micro, SME loan portfolio in Ecuador",0,0,10/19/2021,4/1/2025,,006t0000004FJLq,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,3cd92855-166e-4b37-9c1c-712b96672fd9,52402,,,,SOC-3260,0,7/29/2022,C-Cleared,Clearance Completed,,,,,EN-03261,0,C,7/29/2022,C-Cleared,2022-07-29,Clearance Completed,a21t000000FlOJJ,9000115601-IQ Adjustment Initial Score 2022,,,,,EC-06035,a1It000000B6QxL,Clearance Completed,2022-08-15,8/15/2022,C-Cleared,,144.9,144.93,Highly Developmental,0.1.4,,,0,0,2/17/2023,0,,1,,,,,9000115601,0,0,,8/9/2022,,,,0,9/8/2022,,,7/25/2022,,3/8/2022,,,9/8/2022,,,,Board,0,Middle,,Ecuador,Ecuador,Western Hem,0,0,0,1,,,518,,1,Upper Middle Income,1,0,"Updated reporting count and project relationship January, 2023",0,0,,,,,,,,,,
MA - 000059,Banco de la Producción S.A.,a273d000001YWuF,,,,Ecuador,ODP,,0,0,0,0,0,,2024,,,11/13/2023,9/15/2029,Environmental & Social Compliance Project Evaluation,9000104275,,,0,0,,,,,,Administrative,2/15/2024,,SF,,150000000,150000000,1,1,3/31/2021,,Transferred to Monitoring,100,Q2-2021,2021,394,1160,Portfolio,Senior unsecured facility for on-lending to 2x and SME downstream borrowers,0,0,3/2/2020,3/24/2025,,006t0000002Bsxi,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,b4efc21d-e842-4aa1-8fd6-fce7d520e0f2,37817,,,,SOC-2817,0,8/5/2020,C-Cleared,Clearance Completed,,,,,EN-02817,0,C,8/5/2020,C-Cleared,2020-08-05,Clearance Completed,a21t000000Et8ah,9000104275-IQ Adjustment Initial Score 2021,,,,,EC-05575,a1It000000B1voY,Clearance Completed,2020-11-10,11/10/2020,C-Cleared,,115.4,114.76,Highly Developmental,0.1.4,,,0,0,2/24/2022,0,,1,,,,,9000104275,0,0,,11/16/2020,,,,0,12/9/2020,,,11/4/2020,,6/26/2020,,,12/9/2020,,,,Board,0,Middle,,Ecuador,Ecuador,Western Hem,0,0,0,1,,,518,,1,Upper Middle Income,1,0,,0,0,,,,,,,,,,
MA - 000058,"WBC - Cooperativa de Ahorro y Credito Alianza del Valle, Ltda.",a273d000001YWrn,,,,Ecuador,ODP,,0,0,0,0,0,,2024,,,11/14/2023,12/20/2030,Environmental & Social Compliance Project Evaluation,9000115782,,,0,0,,,,,,Administrative,2/15/2024,,SMEF,,13500000,13500000,1,1,9/27/2022,,Transferred to Monitoring,100,Q4-2022,2022,239,816,Portfolio,To fund the expansion of Alianza's microfinance business in Ecuador,0,0,1/31/2022,4/16/2025,,006t0000004FZLQ,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,e0b1e174-4fbf-40e5-850f-f6697dda96a3,51140,,,,SOC-3210,0,7/22/2022,C-Cleared,Clearance Completed,,,,,EN-03211,0,C,7/22/2022,C-Cleared,2022-07-22,Clearance Completed,a21t000000FlOCr,9000115782-IQ Adjustment Initial Score 2022,,,,,EC-05980,a1It000000B6QnX,Clearance Completed,2022-07-25,7/25/2022,C-Cleared,,114.2,114.21,Highly Developmental,0.1.4,,C15BM152HWW3,0,0,2/3/2023,0,,1,,,,,9000115782,0,0,,,,,,0,,,,8/23/2022,,1/31/2022,,,8/23/2022,,,,Sub-IC,0,Middle,,Ecuador,Ecuador,Western Hem,0,0,0,1,,,518,,1,Upper Middle Income,0,1,Reporting count updated January 2023,0,0,"WorldBusiness Capital, Inc.",,SF,,001t000000C7bGy,,,United States,,A-033441
MA - 000057,Ecuador DPR Funding,a273d000001YWgq,,,,Ecuador,ODP,,0,0,0,0,0,,2024,,,11/17/2023,12/14/2029,Environmental & Social Compliance Project Evaluation,9000115601,,,0,0,,,,,,Administrative,2/15/2024,,SF,,200000000,200000000,1,1,9/30/2022,,Transferred to Monitoring,100,Q4-2022,2022,346,802,Portfolio,"DPR financing for the expansion of Banco Pichincha's women-led, owned, and supported micro, SME loan portfolio in Ecuador",0,0,10/19/2021,4/1/2025,,006t0000004FJLq,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,3cd92855-166e-4b37-9c1c-712b96672fd9,52402,,,,SOC-3260,0,7/29/2022,C-Cleared,Clearance Completed,,,,,EN-03261,0,C,7/29/2022,C-Cleared,2022-07-29,Clearance Completed,a21t000000FlOJJ,9000115601-IQ Adjustment Initial Score 2022,,,,,EC-06035,a1It000000B6QxL,Clearance Completed,2022-08-15,8/15/2022,C-Cleared,,144.9,144.93,Highly Developmental,0.1.4,,,0,0,2/17/2023,0,,1,,,,,9000115601,0,0,,8/9/2022,,,,0,9/8/2022,,,7/25/2022,,3/8/2022,,,9/8/2022,,,,Board,0,Middle,,Ecuador,Ecuador,Western Hem,0,0,0,1,,,518,,1,Upper Middle Income,1,0,"Updated reporting count and project relationship January, 2023",0,0,,,,,,,,,,
MA - 000056,Banco D-MIRO S.A.,a273d000001W8cp,,,,Ecuador,ODP,,0,0,0,0,0,,2024,,,11/13/2023,5/15/2029,Environmental & Social Compliance Project Evaluation,9000103860,,,0,0,,,,,,Administrative,1/30/2024,,SMEF,,10000000,10000000,1,1,9/20/2021,,Transferred to Monitoring,100,Q4-2021,2021,648,862,Portfolio,Expansion of the MFI lending portfolio for female borrowers and other microenterprises.,0,0,12/12/2019,4/26/2025,,006t0000003SHrh,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,eb9a437f-f429-4dbd-8c58-1ccc14e45e1e,43464,,,,SOC-2997,0,6/2/2021,C-Cleared,Clearance Completed,,,,,EN-02998,0,C,6/2/2021,C-Cleared,2021-06-02,Clearance Completed,a21t000000Et7Lg,9000103860-IQ Adjustment Initial Score 2021,,,,,EC-05758,a1It000000B23aW,Clearance Completed,2021-07-07,7/7/2021,C-Cleared,,115.54,115.54,Highly Developmental,0.1.4,,,0,0,12/19/2022,0,,1,,,,,9000103860,0,0,,,,,,0,,,,9/8/2021,,11/12/2020,,,9/8/2021,,,,Sub-IC,0,Middle,,Ecuador,Ecuador,Western Hem,0,0,0,1,,,518,,1,Upper Middle Income,1,0,,0,0,Microvest,,SF,,001t0000007i9fw,,,USA,,A-031164
MA - 000006,Gamma Knife Center Ecuador,a273d000000gpog,,,,Ecuador,ODP,,0,0,0,0,0,,2022,,,10/14/2022,9/15/2027,Environmental & Social Compliance Project Evaluation,9000083085,,,0,0,,,,,,,11/16/2022,,SMEF,,3175000,3175000,1,1,1/15/2020,,Transferred to Monitoring,100,Q2-2020,2020,608,1597,Portfolio,Acquisition and expansion of a private medical clinic that features the Gamma Knife radiosurgery machine for the non-invasive treatment of cancer.,0,0,5/17/2018,4/1/2025,,006t0000002rzYA,,"Director, Portfolio Management",,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,d3566401-f955-445a-91e7-336a66709cfd,22603,,,,SOC-2400,0,10/25/2018,C-Cleared,Clearance Completed,,,,,EN-02400,0,B,1/18/2019,C-Cleared,2019-01-18,Clearance Completed,a21t000000HGgwv,9000083085 Form_008_Submission_Adjustment 2021,,,,,EC-04978,a1It00000006TKU,Clearance Completed,2018-11-15,11/15/2018,C-Cleared,,52.5,98.5,Developmental,0.1.4,,,0,0,12/14/2020,0,,1,,,,,9000083085,0,0,,,,,,0,,,,11/21/2019,,5/15/2018,,,11/21/2019,,,,Sub-IC,0,Middle,,Ecuador,Ecuador,Western Hem,0,1,0,1,,,518,3175000,1,Upper Middle Income,1,1,,0,0,"GK Financing, LLC",,SF,,001t000000C3lGr,,,United States,,A-033231
MA - 000127,Gazelle Fund L.P.,a27eq000001Mf3x,,,,Georgia,ODP,,0,0,0,0,0,,2024,,,8/29/2024,12/15/2026,Environmental & Social Compliance Project Evaluation,9000031495,,,0,0,,,,,,Administrative,11/5/2024,,Fund,,21000000,21000000,1,1,9/30/2016,,Fully Disbursed,100,Q4-2016,2016,408,578,Portfolio,"The Fund will lend to small and medium high growth businesses in Georgia, Armenia, Moldova, and Kyrgyzstan.",0,0,8/19/2015,4/14/2025,,006t0000001dxXz,,Investment Funds Specialist,,Office of Investment Funds (OIF),ECON Users,Equity - Funds,1,,Policy Clearance Completed,f735168e-ceb3-42a4-a1b4-e5eb19dcbbe3,7578,,,,LHR-1575,0,4/4/2016,C-Cleared,Clearance Completed,,,"PUBLIC PROJECT SUMMARY: The Project has been reviewed against OPIC’s categorical prohibitions and has been determined to be categorically eligible. Projects involving loans to financial institutions for the purposes of SME on-lending are screened as Category C projects under OPIC’s environmental and social guidelines. The environmental, health, safety and social impacts from the Project are considered minimal. However, in order to ensure that the Project is consistent with OPIC’s statutory and policy requirements, the OPIC-guaranteed loans made by the Fund will be subject to conditions regarding the use of proceeds, and the Fund will be required to provide a healthy and safe work environment for its employees.","Kim, Jean",EN-01575,0,C,4/7/2016,C-Cleared,2016-04-07,Clearance Completed,a21t000000HGgt8,9000031495 Form_008_Submission_Adjustment 2021,,,,,EC-04029,,Clearance Completed,2016-03-24,3/24/2016,C-Cleared,,72.5,0,Not Scored,0.1.4,,HKQFSKMJRGM5,0,0,,0,,0,,,,,9000031495,0,0,,9/16/2016,,,,0,,,,,,,,5/17/2016,9/16/2016,,,,IC,0,Middle,,Europe Regional,"EUROPE REGIONAL, Armenia, Kyrgyzstan, Georgia, Moldova",Europe,0,0,0,1,,,199,,1,,0,0,,0,0,Gazelle Finance LLC,,SF,,001t0000001vXO2,,,,,A-017968
MA - 000148,JSC Liberty Bank,a27eq000001rzO9,,,,Georgia,ODP,,0,0,0,0,0,,2024,,N/A,9/2/2024,11/15/2029,Environmental & Social Compliance Project Evaluation,9000093499,,,0,0,,,,,,Administrative,12/30/2024,,SMEF,,15000000,15000000,1,1,8/30/2019,,Transferred to Monitoring,100,Q4-2019,2019,200,1527,Portfolio,Financing a bank to expand implement a network of digitally secure ATMs.,0,0,2/11/2019,4/23/2025,,006t0000003Aqt7,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,f79fb25e-1448-4f47-a995-2e8a48d71459,27980,,,,SOC-2531,0,3/28/2019,C-Cleared,Clearance Completed,,,,,EN-02531,0,C,3/28/2019,C-Cleared,2019-03-28,Clearance Completed,a21t000000FlOKM,9000093499-IQ Adjustment Initial Score 2019,,,,,EC-05279,a1It00000046gGx,Clearance Completed,2019-04-11,4/11/2019,C-Cleared,,62.5,0,Not Scored,0.1.4,,,0,0,2/22/2021,0,,1,,,,,9000093499,0,0,,,,,,0,,,,9/18/2019,,2/1/2019,,,9/18/2019,,,,Sub-IC,0,Middle,,Georgia,Georgia,Europe,0,0,0,1,,,114,15000000,1,,0,1,,0,0,Irakli Otar Rukhadze,,SF,,001t000000FN6ZL,,,United States,,A-033930
MA - 000129,JSC Bank of Georgia,a27eq000001PlUb,,,,Georgia,ODP,,0,0,0,0,0,,2024,,,9/6/2024,10/15/2033,Environmental & Social Compliance Project Evaluation,9000104409,,,0,0,,,,,,Administrative,11/8/2024,,SMEF,,100000000,100000000,1,1,6/30/2021,,Transferred to Monitoring,100,Q3-2021,2021,433,952,Portfolio,"To provide liquidity facilities for the bank’s micro, small and medium enterprise clients impacted by the economic crisis resulting from COVID.",0,0,4/23/2020,4/22/2025,,006t0000003Q7SE,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,9eaf0899-c997-4904-b6c3-8d2e78eaa0a6,35938,,,,SOC-2811,0,7/22/2020,C-Cleared,Clearance Completed,,,,,EN-02811,0,C,7/22/2020,C-Cleared,2020-07-22,Clearance Completed,a21t000000Et775,9000104409-IQ Adjustment Initial Score 2021,,,,,EC-05569,a1It000000B1voT,Clearance Completed,2020-11-04,11/4/2020,C-Cleared,,118.7,118.7,Highly Developmental,0.1.4,,,0,0,9/20/2022,0,,1,,,,,9000104409,0,0,,3/26/2021,,,,0,4/21/2021,,,3/8/2021,,7/17/2020,,,4/21/2021,,,,Board,0,Middle,,Georgia,Georgia,Europe,0,0,0,1,,,114,,1,Upper Middle Income,1,0,,0,0,JSC Bank of Georgia,,SF,,001t0000002RmEB,,,Georgia,,A-018687
MA - 000128,JSC TBC Bank,a27eq000001PlPl,,,,Georgia,ODP,,0,0,0,0,0,,2024,,,9/3/2024,9/30/2030,Environmental & Social Compliance Project Evaluation,9000115616,,,0,0,,,,,,Administrative,11/8/2024,,SMEF,,15000000,15000000,1,1,9/15/2022,,Transferred to Monitoring,100,Q4-2022,2022,321,894,Portfolio,"Loan portfolio guaranty to support lending to MSMEs with a focus on 2x eligible borrowers and borrowers operating outside Tbilisi, Kutaisi and Batum.",0,0,10/29/2021,4/10/2025,,006t0000004FJlU,,Detailee,,Office of Small Business and Financial Services (OSBFS),,SMEF User,1,,Policy Clearance Completed,219446f9-3bf7-4c9e-bf27-6f9760cdd09b,51481,,,,SOC-3274,0,8/18/2022,C-Cleared,Clearance Completed,,,,,EN-03275,0,C,8/18/2022,C-Cleared,2022-08-18,Clearance Completed,a21t000000FlOK7,9000115616-IQ Adjustment Initial Score 2022,,,,,EC-06049,a1It000000B6ReD,Clearance Completed,2022-08-11,8/11/2022,C-Cleared,,114.9,114.9,Highly Developmental,0.1.4,,,0,0,11/17/2022,0,,1,,,,,9000115616,0,0,,,,,,0,,,,7/26/2022,,3/15/2022,,,,,,,Sub-IC,0,Middle,,Georgia,Georgia,Europe,0,0,0,1,,,114,,1,Upper Middle Income,0,0,Reporting count updated January 2023,0,0,USAID-Georgia,,SF,,001t000000MYUIW,Georgia,,Georgia,,A-034676
MA - 000074,LuccaHealth Medical Specialty Center Ghana Limited,a273d000002FwoV,,,,Ghana,ODP,,0,0,0,0,0,,2023,,,5/9/2023,9/15/2032,Development Impact Monitoring Review,9000052791,,,0,0,,,,,,Office of Investment Policy,7/18/2024,,SMEF,,7500000,750000,1,1,9/28/2018,,Loan Disbursed,10,Q4-2018,2018,407,1789,Portfolio,"LuccaHealth will build and operate an ambulatory surgical center and imaging services center in Accra, Ghana.",0,0,8/17/2017,3/17/2025,,006t00000026qdu,,Project Finance Specialist,,Investment Office (IO),,SMEF User,1,,Policy Clearance Completed,b196a208-ce1d-4f5a-864b-a1645419c707,17045,,,,LHR-2277,0,1/18/2018,C-Cleared,Under Review,,,,,EN-02277,0,B,1/22/2018,C-Cleared,2018-01-22,Clearance Completed,a21t000000FlOCc,9000052791-IQ Adjustment Initial Score 2018,,,,,EC-04772,a1It00000004L8F,Under Review,2019-02-27,1/12/2018,C-Cleared,,57.5,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000052791,0,0,,,,,,0,,,,9/20/2018,,,,,9/20/2018,,,,Sub-IC,0,Low,,Ghana,Ghana,Africa,0,1,1,1,,,641,7500000,1,,0,1,"Updated reporting count and project relationship January, 2023.",0,0,BlackIvy Group LLC,,SF,,001t0000008u7Bs,,,United States,,A-031952
MA - 000073,CAL Bank Limited,a273d000002FwlD,,,,Ghana,ODP,,0,0,0,0,0,,2023,,,5/8/2023,12/19/2031,Development Impact Monitoring Review,9000083010,,,0,0,,,,,,Office of Investment Policy,7/18/2024,,SF,,100000000,100000000,1,1,9/24/2018,,Transferred to Monitoring,100,Q4-2018,2018,185,1888,Portfolio,"On-lending for (i) Ghanaian SMEs, (ii) infrastructure projects, and (iii) to refinance an existing OPIC-guaranteed Citibank framework loan",0,0,3/23/2018,3/25/2025,,006t0000002U0vT,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,756fd654-2d15-4818-a254-34270a20e702,20432,,,,SOC-2396,0,8/13/2018,C-Cleared,Clearance Completed,,,,,EN-02396,0,C,8/13/2018,C-Cleared,2018-08-13,Clearance Completed,,,,,,,EC-04974,a1It00000008t8B,Clearance Completed,2018-07-27,7/27/2018,C-Cleared,,,0,Not Scored,0.1.4,,GMJYK3486VS4,0,0,2/27/2020,0,,1,,,,,9000083010,0,0,,8/8/2018,,,,0,9/13/2018,9/13/2018,,8/2/2018,,3/16/2018,,,9/13/2018,,,,Board,0,Middle,,Ghana,Ghana,Africa,0,1,0,1,,,641,0,1,,0,1,Updated reporting count February 2023,0,0,"Citibank, N.A.",,SF,,001t0000001uj9l,,,United States,,A-017643
MA - 000072,AV Ventures Ghana LLC,a273d000002Fw8A,,,,Ghana,ODP,,0,0,0,0,0,,2023,,,5/11/2023,2/15/2029,Development Impact Monitoring Review,9000032102,,,0,0,,,,,,Office of Investment Policy,7/18/2024,,SMEF,,2000000,2000000,1,1,8/31/2018,,Transferred to Monitoring,100,Q4-2018,2018,893,1777,Portfolio,ACDIVOCA will provide financing to Ghanaian agriSMEs focused on the poultry sector. This project is leveraged with USDA Food for Progress funds.,0,0,3/21/2016,4/23/2025,,006t0000001eUce,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,9ea6ce2d-6655-43c7-9e6c-5dec874c5950,9291,,,,LHR-2175,0,6/20/2017,C-Cleared,Clearance Completed,,,,,EN-02175,0,C,4/12/2017,C-Cleared,2017-04-12,Clearance Completed,a21t000000HGgpz,9000032102 Form_008_Submission_Adjustment 2021,,,,,EC-04597,a1It000000005AT,Clearance Completed,2017-04-20,4/20/2017,C-Cleared,,67.5,0,Not Scored,0.1.4,,,0,0,6/17/2020,0,,1,,,,,9000032102,0,0,,,,,,0,,,,6/28/2018,,9/22/2016,,,6/28/2018,,,,Sub-IC,0,Low,,Ghana,Ghana,Africa,0,1,1,1,,,641,2000000,1,,0,1,,0,0,AV Ventures Ghana LLC,,SF,,001t0000001vdsZ,,,United States,,A-018430
